,intrinsic_score
AC073913.1,0.5
MRGPRF-AS1,0.5
LINC02369,0.5
LINC01486,0.5
AK6P1,0.5
AP002414.2,0.5
LINC00273,0.5
LINC02441,0.5
AC020549.1,0.5
AP003781.1,0.5
AC006065.4,0.5
AC018410.1,0.5
HPRT1P3,0.5
STH,0.5
PDCL3P7,0.5
AC022613.1,0.5
AC084880.4,0.5
PSMC1P8,0.5
AL513165.2,0.5
LIMS3,0.5
KHDC1L,0.5
GPR142,0.5
SLC25A39P2,0.5
AC025252.2,0.5
AC011604.2,0.5
C11orf97,0.5
KCNK4-TEX40,0.5
AC073530.1,0.5
OR4F28P,0.5
OR11H12,0.5
AC126615.2,0.5
AC006197.1,0.5
TAS2R38,0.5
AK6P2,0.5
LINC02388,0.5
HAUS8P1,0.5
AC090017.1,0.5
AC063924.1,0.5
AC126177.3,0.5
MRPL2P1,0.5
LINC02297,0.5
LINC02402,0.5
KRT8P19,0.5
LINC01475,0.5
LINC00609,0.5
AC025154.2,0.5
AC078778.1,0.5
MIR4307HG,0.5
AC006199.1,0.5
G2E3-AS1,0.5
AC005632.1,0.5
KRT7-AS,0.5
CR383656.9,0.5
LINC02426,0.5
LINC02281,0.5
AL512310.5,0.5
OR6C7P,0.5
KRT18P20,0.5
LINC02401,0.5
LINC02395,0.5
AC078814.4,0.5
AC090115.2,0.5
AC090525.2,0.5
CASC18,0.5
AC068643.2,0.5
AC233290.1,0.5
MRPS36P5,0.5
SNRPGP18,0.5
AC090115.3,0.5
AC117377.1,0.5
AL122126.1,0.5
CR383656.12,0.5
OR9A4,0.5
CCNG2P1,0.5
AC010198.2,0.5
LINC02444,0.5
AC079313.2,0.5
LINC02406,0.5
AC133555.3,0.5
AC137768.1,0.5
LINC02424,0.5
AC020637.1,0.5
RPL10P13,0.5
AC063949.1,0.5
AC090502.4,0.5
ITFG2-AS1,0.5
SYF2P1,0.5
NF1P12,0.5
LINC02318,0.5
BCAR1P1,0.5
OR7E105P,0.5
RNASE12,0.5
AC007956.1,0.5
OR11H2,0.5
PTCD2P1,0.5
AL160237.1,0.5
OR11G1P,0.5
OR11J5P,0.5
OR7E106P,0.5
OR4N1P,0.5
AL163195.2,0.5
FAM181A-AS1,0.5
AC006530.1,0.5
TRIM6-TRIM34,0.5
RPL21P7,0.5
RPL21P9,0.5
LINC02292,0.5
AC135626.1,0.5
AL359212.1,0.5
OR4T1P,0.5
LINC01397,0.5
LINC02317,0.5
BMS1P16,0.5
AC245505.2,0.5
C20orf141,0.5
OR11H3P,0.5
AC105001.2,0.5
ITPK1-AS1,0.5
LINC00637,0.5
AL358335.1,0.5
LINC01579,0.5
MTND4P33,0.5
LINC01580,0.5
AC091078.2,0.5
AL121594.3,0.5
AL137230.1,0.5
LINC01148,0.5
TRAV33,0.5
OR4C13,0.5
AL160314.3,0.5
DUX4L4,0.5
TRAV28,0.5
EEF1A1P2,0.5
OR7E159P,0.5
OR11J2P,0.5
MIR381HG,0.5
LINC02312,0.5
ATP5A1P4,0.5
AC068446.3,0.5
OR4U1P,0.5
TRAV32,0.5
AL157687.1,0.5
AC009779.4,0.5
C14orf144,0.5
AL049870.3,0.5
KRT18P7,0.5
AL121839.1,0.5
GTF3AP2,0.5
AC005225.4,0.5
EIF1AXP2,0.5
TMEM179,0.5
AL135978.1,0.5
DUX4L19,0.5
TSPY1,0.5
MTCYBP27,0.5
AL391156.1,0.5
LINC00524,0.5
AC037471.1,0.5
DUX4L18,0.5
AL355838.1,0.5
BRD7P1,0.5
LINC02332,0.5
FOXN3-AS2,0.5
LINC02314,0.5
GTF2IP22,0.5
RPS3AP4,0.5
LINC00911,0.5
LINC02304,0.5
AL049869.3,0.5
LINC00644,0.5
LINC00929,0.5
DUX4L17,0.5
AC090515.3,0.5
AC068722.1,0.5
LINC00928,0.5
LINC02323,0.5
ANKRD34C-AS1,0.5
LINC02490,0.5
MIR4713HG,0.5
NDUFA3P4,0.5
LINGO1-AS2,0.5
CSPG4P12,0.5
IGHV2OR16-5,0.5
HNRNPMP1,0.5
AC015914.1,0.5
LINC00927,0.5
AC090877.1,0.5
AC020704.1,0.5
HNRNPA1P45,0.5
AC091100.1,0.5
AC027237.3,0.5
HMGB3P26,0.5
OR4N3P,0.5
LINC01833,0.5
AC055874.1,0.5
NIFKP8,0.5
MGC15885,0.5
AHCYP7,0.5
KRT8P9,0.5
LINC02205,0.5
RORA-AS2,0.5
AL132640.1,0.5
UBE2Q2L,0.5
LINC01583,0.5
LINC00052,0.5
AC104574.1,0.5
RPL21P12,0.5
AP001150.1,0.5
CYCSP2,0.5
AC026523.1,0.5
AC015712.3,0.5
LINC01582,0.5
AC087477.6,0.5
AC016987.2,0.5
AC010478.1,0.5
LINC02254,0.5
AC136428.1,0.5
AC126323.2,0.5
NUTF2P6,0.5
LINC00677,0.5
LINC00933,0.5
AC068714.1,0.5
NCAPGP2,0.5
AC127381.2,0.5
AC015871.1,0.5
LINC02259,0.5
AC145350.1,0.5
SLC22A31,0.5
AGGF1P6,0.5
LINC01904,0.5
AC097374.1,0.5
VENTXP1,0.5
EHD4-AS1,0.5
AC106820.2,0.5
PWRN1,0.5
AL845331.2,0.5
CDRT7,0.5
IL21R-AS1,0.5
THSD4-AS1,0.5
LINC00261,0.5
MRPS21P8,0.5
MRPS21P7,0.5
LINC02189,0.5
MTND4LP25,0.5
AL445483.1,0.5
ADAM3B,0.5
C1QL1P1,0.5
CSPG4P13,0.5
MTND5P34,0.5
RARRES2P10,0.5
LINC02240,0.5
DUX4L47,0.5
AC137932.1,0.5
SLX1B-SULT1A4,0.5
TBC1D3G,0.5
FRG2GP,0.5
HSPB9,0.5
LINC01043,0.5
AC074052.1,0.5
AC018552.1,0.5
TPRKBP2,0.5
KCNJ18,0.5
LINC01290,0.5
AC009120.3,0.5
AC133548.1,0.5
AC010547.3,0.5
CYP3A52P,0.5
AP000223.1,0.5
OR4C49P,0.5
DUX4,0.5
AC011467.1,0.5
RBM22P12,0.5
LINC00543,0.5
VN1R67P,0.5
KRT8P22,0.5
LINC01227,0.5
CASC17,0.5
AC092338.2,0.5
OR4C45,0.5
LINC01964,0.5
LINC02184,0.5
AC099506.1,0.5
AC138915.3,0.5
HCCAT5,0.5
VN1R65P,0.5
CASC22,0.5
AC016134.1,0.5
SPCS2P1,0.5
AC023824.4,0.5
RPL23AP91,0.5
RARRES2P5,0.5
AL512634.1,0.5
RARRES2P6,0.5
LINC02544,0.5
C2orf69P1,0.5
AC012414.6,0.5
AP003071.2,0.5
AC127459.2,0.5
LINC02167,0.5
AC140504.1,0.5
ADAMTS7P3,0.5
LINC01989,0.5
AC009053.3,0.5
HMGB1P33,0.5
AC083864.3,0.5
LINC01898,0.5
Z83847.1,0.5
SULT1C2P2,0.5
CLEC19A,0.5
BCAP31P1,0.5
LINC02133,0.5
LINC01751,0.5
TP53TG3GP,0.5
ULK4P1,0.5
RBM22P13,0.5
CYP4A44P,0.5
AC106779.1,0.5
LINC01834,0.5
LINC02192,0.5
AC010650.1,0.5
LINC01616,0.5
AC010325.1,0.5
AC136619.2,0.5
AC138749.4,0.5
AC007598.2,0.5
AC023824.5,0.5
AC100756.2,0.5
LINC01613,0.5
AC108860.2,0.5
DKFZP434H168,0.5
DUX4L45,0.5
LINC00559,0.5
TUBB8,0.5
GOLGA8M,0.5
CYP3A137P,0.5
LINC01976,0.5
AL845331.3,0.5
ABCB10P3,0.5
AC002400.1,0.5
LINC01859,0.5
AC120498.7,0.5
TMEM249,0.5
TPBGL,0.5
PRSS46,0.5
LINC01858,0.5
LINC02177,0.5
LINC02179,0.5
NDUFB10P2,0.5
SCRT1,0.5
AC009852.2,0.5
AGGF1P4,0.5
MIR3976HG,0.5
LINC00922,0.5
AC098965.1,0.5
LINC02180,0.5
AGGF1P8,0.5
KRT18P18,0.5
AC105243.1,0.5
LINC01654,0.5
ISY1-RAB43,0.5
AL033527.3,0.5
LINC02141,0.5
TUBB8P7,0.5
DNM1P49,0.5
AC138894.1,0.5
AC007610.3,0.5
AC090282.1,0.5
LINC01996,0.5
MTND5P33,0.5
RPL23AP84,0.5
PCDHGA9,0.5
LARP7P2,0.5
GFY,0.5
DKFZP434A062,0.5
OR1P1,0.5
AC136944.5,0.5
MTATP6P25,0.5
AC004148.1,0.5
MTND6P33,0.5
BCAR4,0.5
MTCO1P28,0.5
EIF1P4,0.5
MTCO3P24,0.5
LINC01978,0.5
AC110285.1,0.5
AC104770.1,0.5
MTND4LP24,0.5
NDUFA3P6,0.5
MTATP6P24,0.5
MIR193BHG,0.5
SPDYE9P,0.5
SMIM28,0.5
PCDHGA4,0.5
LINC01979,0.5
OR1D5,0.5
PHBP15,0.5
OVCA2,0.5
AJ003147.2,0.5
AC005695.1,0.5
OR52L2P,0.5
MTND1P8,0.5
MTND3P13,0.5
MTCYBP33,0.5
PPIAL4A,0.5
AKR1B10P2,0.5
RN7SL134P,0.5
MIR3170,0.5
MIR3187,0.5
LINC00675,0.5
RN7SL689P,0.5
MIR3158-1,0.5
MIR4753,0.5
MIR4455,0.5
hsa-mir-3130-1,0.5
RN7SL509P,0.5
MTATP6P3,0.5
AC007431.1,0.5
MIR4311,0.5
LINC02563,0.5
MIR4526,0.5
RN7SL387P,0.5
AC011095.1,0.5
RN7SL383P,0.5
RN7SL716P,0.5
MIR4704,0.5
MIR7853,0.5
AC125421.1,0.5
MIR4480,0.5
MIR4804,0.5
RN7SL823P,0.5
RN7SL353P,0.5
AC068408.2,0.5
MIR4306,0.5
PPP4R1-AS1,0.5
MIR378D1,0.5
MSMB,0.5
BPTFP1,0.5
MIR3135B,0.5
SNORA70D,0.5
AL035696.3,0.5
MIR4457,0.5
RN7SL750P,0.5
AC079062.1,0.5
MIR4639,0.5
LINC02210-CRHR1,0.5
SLC25A51P2,0.5
DLGAP1-AS3,0.5
AC138761.1,0.5
MIR4643,0.5
MIR3664,0.5
MIR4277,0.5
MIR3133,0.5
RN7SL498P,0.5
SNORD43,0.5
MIR4473,0.5
MIR3675,0.5
RN7SL426P,0.5
AC091178.1,0.5
RN7SL44P,0.5
MIR4729,0.5
RN7SL774P,0.5
MIR3920,0.5
MIR4667,0.5
MIR3925,0.5
MIR4669,0.5
RN7SL555P,0.5
MIR3116-1,0.5
MIR3670-1,0.5
MIR4448,0.5
TOMM20P3,0.5
RN7SL275P,0.5
RN7SL32P,0.5
RN7SL850P,0.5
AC091138.1,0.5
RN7SL678P,0.5
MIR4760,0.5
YWHAEP3,0.5
RN7SL615P,0.5
RN7SL786P,0.5
RN7SL42P,0.5
RN7SL52P,0.5
MIR4314,0.5
MIR3938,0.5
MIR4253,0.5
LINC02003,0.5
RN7SL744P,0.5
RN7SL66P,0.5
RN7SL670P,0.5
RN7SL531P,0.5
MIR3681,0.5
RN7SL474P,0.5
RN7SL784P,0.5
SCML2P1,0.5
RN7SL713P,0.5
MIR3667,0.5
MIR3928,0.5
MIR3127,0.5
MIR3689B,0.5
MTND1P15,0.5
MIR4305,0.5
MIR3189,0.5
RN7SL117P,0.5
MIR4701,0.5
MIR3168,0.5
LINC01916,0.5
CPDP1,0.5
RN7SL835P,0.5
RN7SL819P,0.5
KIR3DP1,0.5
AC016866.1,0.5
RN7SL488P,0.5
RN7SL753P,0.5
RN7SL657P,0.5
SNORD55,0.5
MIR4433B,0.5
RN7SL644P,0.5
MTCO3P13,0.5
RN7SL448P,0.5
MIR3660,0.5
SNORA77B,0.5
RN7SL602P,0.5
MIR3134,0.5
MIR3125,0.5
MIR4465,0.5
RN7SL208P,0.5
MIR3180-5,0.5
MIR4736,0.5
MIR548AL,0.5
MIR3913-1,0.5
RN7SL718P,0.5
MYH4,0.5
MIR3183,0.5
RN7SL560P,0.5
AP005433.1,0.5
AC091170.1,0.5
MIR4298,0.5
MIR3124,0.5
RN7SL731P,0.5
AC011474.1,0.5
RN7SL596P,0.5
AC006270.2,0.5
SNORD95,0.5
MIR4257,0.5
RN7SL793P,0.5
MIR23C,0.5
RN7SL15P,0.5
MIR4487,0.5
MIR3159,0.5
RN7SL290P,0.5
RN7SL592P,0.5
RN7SL732P,0.5
MIR4796,0.5
MIR3152,0.5
MIR3171,0.5
MIR3200,0.5
MIR4285,0.5
RN7SL204P,0.5
hsa-mir-4773-1,0.5
MIR4255,0.5
MIR4752,0.5
MIR4504,0.5
MIR3117,0.5
MIR4718,0.5
MIR4505,0.5
MIR3924,0.5
MIR3131,0.5
MIR3198-1,0.5
MIR4295,0.5
MIR4420,0.5
MIR3148,0.5
MIR378C,0.5
RN7SL468P,0.5
AC119868.1,0.5
MIR4310,0.5
RN7SL690P,0.5
NOS2P4,0.5
MIR3921,0.5
AC022069.1,0.5
MIR3138,0.5
RN7SL190P,0.5
MIR4265,0.5
MIR3181,0.5
RN7SL440P,0.5
RN7SL630P,0.5
MIR4436B1,0.5
AC124804.1,0.5
SNORD92,0.5
AC068512.1,0.5
MIR4327,0.5
MIR3160-1,0.5
RN7SL262P,0.5
RN7SL622P,0.5
MIR4765,0.5
PPY2P,0.5
AP002409.1,0.5
MIR3622B,0.5
RN7SL664P,0.5
MIR4655,0.5
RN7SL246P,0.5
AC093484.3,0.5
RBM22P1,0.5
MIR3942,0.5
MIR3153,0.5
RN7SL200P,0.5
MIR3190,0.5
MIR3192,0.5
RN7SL451P,0.5
SNORD53,0.5
MIR151B,0.5
MIR2681,0.5
MIR4307,0.5
MIR3202-1,0.5
MIR4728,0.5
AP001496.3,0.5
MIR3923,0.5
MIR4312,0.5
RBP3,0.5
MIR4283-2,0.5
MIR4269,0.5
SNORD84,0.5
AC114689.2,0.5
IGLJCOR18,0.5
MIR4288,0.5
MIR4686,0.5
RN7SL74P,0.5
RN7SL693P,0.5
MIR3935,0.5
RN7SL199P,0.5
RN7SL847P,0.5
MIR3118-2,0.5
RN7SL411P,0.5
OR4K7P,0.5
MIR4291,0.5
MIR3136,0.5
MIR3180-2,0.5
MIR4679-2,0.5
RN7SL391P,0.5
MIR4252,0.5
MIR3128,0.5
RN7SL656P,0.5
AP005119.2,0.5
MIR4261,0.5
MIR4652,0.5
RN7SL811P,0.5
MIR4502,0.5
MIR3682,0.5
MIR3680-1,0.5
KRT18P55,0.5
RN7SL518P,0.5
MIR4304,0.5
AC114689.3,0.5
RN7SL475P,0.5
MIR3180-1,0.5
MIR4421,0.5
MIR3164,0.5
AA06,0.5
LINC01903,0.5
MIR3918,0.5
RN7SL652P,0.5
MIR1268B,0.5
RN7SL605P,0.5
MIR4756,0.5
MIR3659,0.5
MIR4695,0.5
MIR3139,0.5
MIR3612,0.5
AC090415.1,0.5
MIR3929,0.5
RN7SL279P,0.5
MIR3151,0.5
MIR548AJ1,0.5
RN7SL708P,0.5
MIR4267,0.5
SYPL1P2,0.5
RN7SL378P,0.5
LINC01970,0.5
MIR4774,0.5
SNORD53B,0.5
MIR4681,0.5
RN7SL648P,0.5
SNORA74C-1,0.5
ZNF488,0.5
CXADRP3,0.5
MIR4506,0.5
CYP4F35P,0.5
MIR4330,0.5
RN7SL49P,0.5
MIR4292,0.5
MIR3907,0.5
RN7SL300P,0.5
RN7SL376P,0.5
CCND3P2,0.5
LINC01029,0.5
MIR4276,0.5
MIR3689D1,0.5
MIR4797,0.5
MIR4514,0.5
MIR4289,0.5
MIR3914-1,0.5
RN7SL783P,0.5
RN7SL311P,0.5
RN7SL357P,0.5
RN7SL96P,0.5
MIR4280,0.5
AC091147.1,0.5
LINC01387,0.5
MIR4445,0.5
MIR4319,0.5
MIR3671,0.5
LINC02079,0.5
MIR4477B,0.5
MIR3609,0.5
MIR4509-2,0.5
MIR3649,0.5
MIR4500,0.5
MIR4771-2,0.5
MIR3617,0.5
RN7SL574P,0.5
MIR4326,0.5
MIR4525,0.5
MIR4440,0.5
RN7SL366P,0.5
SRP68P1,0.5
AP001094.3,0.5
RN7SL785P,0.5
RN7SL612P,0.5
YWHAEP2,0.5
RN7SL557P,0.5
MIR3147,0.5
MIR4282,0.5
RN7SL804P,0.5
RN7SL480P,0.5
RN7SL163P,0.5
PNLIPRP2,0.5
MIR3926-1,0.5
RN7SL371P,0.5
MIR3167,0.5
MIR4323,0.5
MIR3178,0.5
MIR4279,0.5
LINC00683,0.5
AC015813.3,0.5
MIR3180-3,0.5
MIR744,0.5
RN7SL510P,0.5
MIR4668,0.5
RN7SL703P,0.5
MIR3665,0.5
MIR4281,0.5
MIR3657,0.5
MIR4273,0.5
MIR4719,0.5
MIR4264,0.5
RN7SL493P,0.5
MIR3713,0.5
RN7SL616P,0.5
MIR4641,0.5
AC138645.1,0.5
RN7SL162P,0.5
AC091132.3,0.5
MIR3934,0.5
MIR3689F,0.5
MTCYBP13,0.5
MIR4318,0.5
LINC01443,0.5
MIR3145,0.5
MIR4530,0.5
AF274856.1,0.5
EIF1P5,0.5
MIR3166,0.5
MIR4527,0.5
MIR4512,0.5
AP006261.1,0.5
RN7SL176P,0.5
MIR3972,0.5
MIR4299,0.5
MIR4739,0.5
MIR4274,0.5
AC138761.6,0.5
MIR4490,0.5
MIR4498,0.5
MIR4437,0.5
RN7SL48P,0.5
MIR3149,0.5
RN7SL14P,0.5
TBC1D29,0.5
MIR4708,0.5
MIR3135A,0.5
RN7SL524P,0.5
MIR4464,0.5
MIR3194,0.5
RN7SL619P,0.5
MIR4646,0.5
MIR3663,0.5
AC022884.3,0.5
RN7SL712P,0.5
GAPLINC,0.5
AC090912.2,0.5
AC015688.7,0.5
MIR3910-1,0.5
RN7SL408P,0.5
MIR4634,0.5
MRPS5P4,0.5
AC061992.1,0.5
OR4F8P,0.5
LINC01180,0.5
AC021517.1,0.5
TBC1D3P1-DHX40P1,0.5
AC067852.3,0.5
AC067968.2,0.5
LINC01842,0.5
MIR2117HG,0.5
AC067852.5,0.5
TYMSP2,0.5
MIR212,0.5
MIR132,0.5
AC090386.1,0.5
HNRNPA3P16,0.5
AC008507.3,0.5
AC060766.2,0.5
AC008649.1,0.5
SLC25A1P5,0.5
AC009271.1,0.5
AC105105.2,0.5
AC008794.1,0.5
SMUG1P1,0.5
AC010649.1,0.5
OR1AB1P,0.5
LINC02073,0.5
AC011525.2,0.5
APOC4,0.5
AP002414.3,0.5
AC007786.1,0.5
ADAD1P2,0.5
HMGN1P31,0.5
AP001029.3,0.5
LINC01855,0.5
LINC01864,0.5
RPSAP57,0.5
LINC01836,0.5
LINC01926,0.5
CGB1,0.5
BNIP3P16,0.5
LINC01482,0.5
RPL17P45,0.5
FRG2LP,0.5
AC024592.2,0.5
AC107896.1,0.5
AC067796.1,0.5
MIR4527HG,0.5
AC016182.1,0.5
LINC01999,0.5
LINC01791,0.5
LINC01533,0.5
SLC25A36P1,0.5
LINC01987,0.5
SMIM22,0.5
AC012254.4,0.5
MIR3188,0.5
OR10B1P,0.5
AC011523.1,0.5
MAGEA9B,0.5
SSX4,0.5
AL627309.6,0.5
BNIP3P40,0.5
AL031274.2,0.5
AC246680.2,0.5
BNIP3P30,0.5
ZNF649-AS1,0.5
SLC6A14,0.5
AC005176.1,0.5
BNIP3P22,0.5
OPN1MW,0.5
ARL14EPL,0.5
FKBP4P6,0.5
TCP11X1,0.5
IGFL1P2,0.5
LINC02560,0.5
BNIP3P25,0.5
LRRC2-AS1,0.5
MTCO3P42,0.5
AC073534.1,0.5
SSX2B,0.5
AC006262.1,0.5
LINC02135,0.5
AC008749.1,0.5
MAGEA2,0.5
IGFL2-AS1,0.5
AC020904.1,0.5
TEX13A,0.5
CTAG1A,0.5
AC063977.4,0.5
MIMT1,0.5
COX6CP7,0.5
AC010643.1,0.5
ZNF723,0.5
BNIP3P33,0.5
MTCO3P39,0.5
HSFX2,0.5
AC106774.4,0.5
CSAG2,0.5
VN1R92P,0.5
LINC01711,0.5
ERVV-2,0.5
SPANXN2,0.5
AC244453.4,0.5
BNIP3P24,0.5
AC008554.1,0.5
BNIP3P18,0.5
CALR3,0.5
AC063977.6,0.5
CT45A3,0.5
LSP1P1,0.5
RPL23AP78,0.5
AC011467.5,0.5
GOLGA2P9,0.5
NXF2,0.5
OPN1MW3,0.5
NXF2B,0.5
BNIP3P34,0.5
ERVV-1,0.5
MTDHP5,0.5
AC011487.3,0.5
FKBP4P2,0.5
ZIM2,0.5
AC011492.1,0.5
MIR1470,0.5
SSX4B,0.5
AC010642.1,0.5
RNF225,0.5
MKNK1-AS1,0.5
SPACA6P-AS,0.5
AL513318.2,0.5
AC010531.6,0.5
AC018695.3,0.5
AL022097.1,0.5
AC007255.2,0.5
DUXAP11,0.5
AC006548.2,0.5
MTCYBP22,0.5
AC007161.2,0.5
AP000860.1,0.5
AC243756.1,0.5
U1,0.5
AC115621.1,0.5
MREGP1,0.5
DPPA3P3,0.5
AC002487.1,0.5
AC024589.2,0.5
AC145423.1,0.5
AC007566.2,0.5
AC064872.1,0.5
IGHV3OR16-9,0.5
IGHV3-29,0.5
AC073413.1,0.5
AC110048.1,0.5
AL713998.2,0.5
AP000811.1,0.5
QTRT1P1,0.5
SNRPGP19,0.5
ELOCP34,0.5
PRAMEF5,0.5
AC025518.2,0.5
URGCP-MRPS24,0.5
AC008555.4,0.5
AC004835.2,0.5
AL592436.1,0.5
ECM1P1,0.5
AC007363.1,0.5
FAM71BP1,0.5
AL161912.3,0.5
AC018695.5,0.5
RPL23AP92,0.5
AL355877.2,0.5
AL606490.9,0.5
AC064862.7,0.5
FBXW7-AS1,0.5
AC092474.3,0.5
AC005185.1,0.5
LINC00221,0.5
NF1P1,0.5
AC092120.3,0.5
AC099849.1,0.5
AC067773.1,0.5
AC128687.1,0.5
HNRNPA3P9,0.5
AC008385.1,0.5
AC114878.2,0.5
AL512430.4,0.5
AL021808.1,0.5
RAP2CP1,0.5
AC091982.3,0.5
AC092944.2,0.5
AL157899.1,0.5
CTHRC1P1,0.5
HSPE1P19,0.5
KATNBL1P1,0.5
AC087468.1,0.5
NDUFB9P1,0.5
AC093765.1,0.5
GMCL1P2,0.5
AC012491.1,0.5
AC009314.1,0.5
BNIP3P28,0.5
AC083899.3,0.5
AC079089.3,0.5
IGHV3OR16-8,0.5
AC024220.1,0.5
PRR20FP,0.5
AL357137.1,0.5
RPL23AP88,0.5
AL450472.2,0.5
AL022099.1,0.5
RNF138P2,0.5
BRDTP1,0.5
BNIP3P4,0.5
AL109918.3,0.5
KRT18P9,0.5
SUMO2P15,0.5
HMGB1P50,0.5
PRELID3BP2,0.5
DIMT1P1,0.5
UGT2A2,0.5
U73023.1,0.5
BCRP9,0.5
AC233724.14,0.5
B3GNTL1P2,0.5
AC073091.2,0.5
AL512631.2,0.5
AC015871.2,0.5
AC073387.2,0.5
NANOGP3,0.5
AC134879.2,0.5
AC023513.1,0.5
SRGNP1,0.5
OSBPL9P1,0.5
NAPGP1,0.5
AC020728.1,0.5
PPATP2,0.5
CT45A2,0.5
SQSTM1P1,0.5
AL357094.1,0.5
AL078624.2,0.5
MTND3P19,0.5
RBM11P1,0.5
AC100767.2,0.5
MEMO1P5,0.5
BNIP3P11,0.5
HIRAP1,0.5
PPIAL4E,0.5
AC069304.3,0.5
AL583832.1,0.5
AC103881.1,0.5
AC011416.3,0.5
LARP7P1,0.5
AC104763.2,0.5
AL589743.3,0.5
AC017002.4,0.5
BNIP3P19,0.5
AC019072.1,0.5
KRT8P47,0.5
BNIP3P35,0.5
BNIP3P36,0.5
AL953862.2,0.5
AC123786.2,0.5
RPL17P3,0.5
NDUFA8P1,0.5
AL163642.2,0.5
MROH7-TTC4,0.5
RN7SKP290,0.5
RN7SKP4,0.5
RNU6-94P,0.5
AC009014.1,0.5
SNORD11B,0.5
MIR4466,0.5
SNORA35B,0.5
RNU6-85P,0.5
OR2AS2P,0.5
ADAM6,0.5
AC103810.6,0.5
SNORD58B,0.5
RN7SL827P,0.5
RNU1-30P,0.5
RNU6-87P,0.5
SNORD14A,0.5
MIR139,0.5
RN7SL828P,0.5
MIR502,0.5
RN7SL715P,0.5
LINC01607,0.5
RN7SL803P,0.5
RN7SL726P,0.5
LINC01749,0.5
RNU6-89P,0.5
SNORD96A,0.5
RNU6-90P,0.5
LINC01115,0.5
RNU4-89P,0.5
RNU6-92P,0.5
IFNL4,0.5
RN7SL778P,0.5
RNU6-91P,0.5
RNU6-84P,0.5
MIR432,0.5
SNORD115-40,0.5
RN7SL760P,0.5
AC242628.1,0.5
OR1X1P,0.5
RNU6-88P,0.5
RN7SL840P,0.5
AC103710.1,0.5
AP004247.3,0.5
AC103710.3,0.5
PCDHB16,0.5
AP001521.1,0.5
FAM223B,0.5
AP004247.4,0.5
KRTAP10-7,0.5
AC015712.6,0.5
OR2BH1P,0.5
AP000435.2,0.5
AP002512.3,0.5
INTS4P2,0.5
DGCR9,0.5
AC012531.2,0.5
AC113331.2,0.5
LYPD4,0.5
AL359736.1,0.5
AP002826.1,0.5
AC116565.1,0.5
AC092636.1,0.5
RBAKDN,0.5
OR6L2P,0.5
AC004853.2,0.5
AP002345.2,0.5
OR13I1P,0.5
AC090115.4,0.5
SPDYE8P,0.5
AL139082.1,0.5
SNORA44,0.5
MIR6812,0.5
AC008432.1,0.5
MIR7160,0.5
AP001877.1,0.5
RN7SL386P,0.5
MIR6511A4,0.5
MIR4726,0.5
PPP1R26P2,0.5
AL118556.2,0.5
AL050303.2,0.5
CT45A7,0.5
MRPL57P1,0.5
LHX1,0.5
RN7SL343P,0.5
AC234791.1,0.5
AC100756.3,0.5
CEACAM20,0.5
RN7SL673P,0.5
ENPP7P7,0.5
FP700111.2,0.5
MIR7843,0.5
SNORD115-13,0.5
MIR6859-2,0.5
MIR8066,0.5
MIR6798,0.5
RN7SL722P,0.5
RN7SL733P,0.5
IGKV2-40,0.5
ENPP7P14,0.5
GOLGA6L1,0.5
AC005066.1,0.5
MIR6813,0.5
LINC01660,0.5
INO80B-WBP1,0.5
FP885919.1,0.5
mascRNA-menRNA,0.5
RN7SL539P,0.5
SNORD1C,0.5
5S_rRNA,0.5
RN7SL787P,0.5
OR4M2,0.5
AC083849.1,0.5
RN7SL585P,0.5
MIR8071-1,0.5
PRAMEF28P,0.5
H2AFB1,0.5
RN7SL248P,0.5
FAM197Y4,0.5
ANTXRL,0.5
TBC1D3H,0.5
RNA5SP414,0.5
RN7SL818P,0.5
MIR6728,0.5
SNORA73A,0.5
MIR6069,0.5
RPSAP73,0.5
RN7SL853P,0.5
AC239600.2,0.5
TMEM269,0.5
TPTE,0.5
AC233981.2,0.5
5S_rRNA,0.5
TBC1D3D,0.5
AL136228.1,0.5
RNA5SP257,0.5
AC124076.1,0.5
FAM74A6,0.5
SNORD28,0.5
RN7SL545P,0.5
ZYXP1,0.5
RNU2-1,0.5
TBC1D3,0.5
AL390754.1,0.5
RN7SL719P,0.5
SNORD109A,0.5
RN7SL625P,0.5
LINC02371,0.5
5S_rRNA,0.5
MIR486-1,0.5
RN7SL627P,0.5
KRTAP7-1,0.5
5S_rRNA,0.5
MIR6788,0.5
RN7SL422P,0.5
AL589994.2,0.5
AC006386.1,0.5
Z69908.1,0.5
TEX28P1,0.5
RN7SL600P,0.5
MIR6735,0.5
RNU11,0.5
SNORA17A,0.5
MIR8052,0.5
RNU6-538P,0.5
MIR8086,0.5
SNORD25,0.5
BSNDP1,0.5
SNORD50B,0.5
AC079395.3,0.5
GAGE2E,0.5
RN7SL663P,0.5
MIR6888,0.5
SCARNA16,0.5
MIR6814,0.5
FRG2MP,0.5
MIR6740,0.5
AC005858.1,0.5
RNA5-8SN4,0.5
LINC00547,0.5
RNU1-68P,0.5
RN7SL544P,0.5
MIR4734,0.5
AL591926.2,0.5
AC244472.1,0.5
AC104307.1,0.5
MIR6511A1,0.5
AC073968.1,0.5
MIR5787,0.5
RN7SL680P,0.5
MIR6503,0.5
C7orf77,0.5
MIR6868,0.5
MIR1299,0.5
