ensemble,gene,exon length,transcript length,gene length
ENSG00000254172,RNU5A-3P,113,113,113
ENSG00000254173,AC091996.1,598,2967,2967
ENSG00000254174,IGHV1-12,203,289,289
ENSG00000254175,IGLVI-42,379,492,492
ENSG00000254176,IGHV3-75,356,460,460
ENSG00000254177,AC079209.2,429,9221,9221
ENSG00000254178,AC090103.1,483,6006,6006
ENSG00000254180,AB015752.1,573,85459,85459
ENSG00000254181,SLC25A51P3,888,888,888
ENSG00000254182,AC106038.2,566,794,794
ENSG00000254183,AC104417.1,750,750,750
ENSG00000254185,AC021001.1,986,986,986
ENSG00000254186,AC091901.1,732,64776,64776
ENSG00000254187,AC008708.2,1122,7253,7253
ENSG00000254189,AC090095.1,870,870,870
ENSG00000254190,AC023632.3,144,144,144
ENSG00000254192,AC011365.2,807,13248,13248
ENSG00000254193,AC131281.2,144,144,144
ENSG00000254194,AF279873.4,915,71785,35894
ENSG00000254195,TPM3P3,353,353,353
ENSG00000254197,AC011676.3,292,14634,14634
ENSG00000254198,AC113191.1,402,402,402
ENSG00000254200,AC008412.1,587,587,587
ENSG00000254201,AC068880.3,177,2890,2890
ENSG00000254202,AC015522.1,636,227570,227570
ENSG00000254203,IGHVII-33-1,279,279,279
ENSG00000254204,AC022034.4,467,735,735
ENSG00000254205,AC009686.1,362,4818,4818
ENSG00000254206,NPIPB11,4855,35337,22675
ENSG00000254207,AC100797.1,314,689,689
ENSG00000254208,AC011773.1,466,628,628
ENSG00000254209,AC104233.2,411,12789,12789
ENSG00000254211,LINC01485,2681,42939,22249
ENSG00000254212,AC009901.2,239,239,239
ENSG00000254213,FAM213AP2,682,682,682
ENSG00000254215,IGHVIII-11-1,266,266,266
ENSG00000254216,AC107952.1,374,412,412
ENSG00000254219,AC087439.2,868,3337,2072
ENSG00000254220,IGKV2D-18,373,791,791
ENSG00000254221,PCDHGB1,7177,165309,162877
ENSG00000254222,AC023866.2,384,27415,27415
ENSG00000254223,AC103718.1,679,4544,4544
ENSG00000254224,AP003465.1,379,2607,2607
ENSG00000254225,BTF3P1,494,494,494
ENSG00000254226,LINC01933,4861,760779,320877
ENSG00000254227,AC024681.2,202,2007,2007
ENSG00000254228,IGHV3-42,300,300,435
ENSG00000254229,FAM90A12P,2369,5228,5228
ENSG00000254230,AC037459.4,583,1174,1174
ENSG00000254231,AC103760.1,2046,15299,10040
ENSG00000254233,LINC02365,1875,52823,40937
ENSG00000254235,AC022784.6,6513,297941,164297
ENSG00000254236,AP003550.1,412,1241,1241
ENSG00000254237,AC021242.2,1676,100262,64235
ENSG00000254238,AC100782.1,588,3032,3032
ENSG00000254239,AC002428.2,412,2613,2613
ENSG00000254240,IGLVI-20,129,129,129
ENSG00000254241,MTCO1P47,1270,1270,1270
ENSG00000254242,AC100849.2,516,23291,23291
ENSG00000254244,PAICSP4,1252,1252,1252
ENSG00000254245,PCDHGA3,10168,338954,169150
ENSG00000254246,AC011377.1,273,10112,10112
ENSG00000254247,AC107953.1,296,296,296
ENSG00000254248,AC068189.2,790,16192,16192
ENSG00000254249,AC100871.2,325,4458,4458
ENSG00000254251,AC103770.1,829,52766,52766
ENSG00000254252,RPL7P20,744,744,744
ENSG00000254253,AC022861.1,662,662,662
ENSG00000254254,AC012349.1,3203,144298,106260
ENSG00000254255,AC060788.1,468,468,468
ENSG00000254256,RPSAP71,868,2098,2098
ENSG00000254258,AC087354.1,1035,2954,2954
ENSG00000254260,AC015468.4,564,8747,8747
ENSG00000254261,AL451137.1,439,39921,39921
ENSG00000254262,AC022360.2,857,25928,14814
ENSG00000254263,AC022973.3,465,11293,11293
ENSG00000254264,IGKV3OR22-2,311,492,492
ENSG00000254265,AC100810.2,925,1246,1246
ENSG00000254266,PKIA-AS1,3686,180472,132400
ENSG00000254267,AP003438.1,432,16892,16892
ENSG00000254268,RFPL4AP7,214,214,214
ENSG00000254270,ERHP1,309,309,309
ENSG00000254271,AC022390.1,432,7486,7486
ENSG00000254272,AC087854.1,413,413,413
ENSG00000254273,AC018620.1,378,378,378
ENSG00000254274,TDGF1P5,452,452,452
ENSG00000254275,LINC00824,5817,179369,159410
ENSG00000254277,AC009446.1,1276,54544,27486
ENSG00000254278,AC107953.2,1406,5840,5840
ENSG00000254279,IGHVII-1-1,179,179,179
ENSG00000254281,AP003354.2,559,21399,21399
ENSG00000254283,AC023632.4,190,190,190
ENSG00000254285,KRT8P3,1448,1448,1448
ENSG00000254286,AC083923.2,1747,379483,155540
ENSG00000254287,AC007991.4,603,2814,2814
ENSG00000254288,AC087672.3,736,47513,47513
ENSG00000254289,IGHV3-32,324,426,457
ENSG00000254290,AC124067.4,2773,3521,2378
ENSG00000254291,AC011676.4,411,1007,1007
ENSG00000254292,IGKV2D-14,353,778,778
ENSG00000254293,AC026688.2,2132,2889,2233
ENSG00000254294,AC021305.1,1513,1513,1513
ENSG00000254295,AC008429.3,486,2255,2255
ENSG00000254297,AC091820.1,645,7138,7138
ENSG00000254298,AC008641.1,246,356,356
ENSG00000254299,LINC01944,413,1622,1622
ENSG00000254300,LINC01111,1657,117702,117702
ENSG00000254302,AC087855.2,535,10009,10009
ENSG00000254303,AC037486.1,787,172544,172544
ENSG00000254305,AC011716.1,612,612,612
ENSG00000254306,AC137579.2,546,25336,25336
ENSG00000254307,AP003692.1,1294,2194,1463
ENSG00000254308,IGLVIV-59,249,249,249
ENSG00000254309,AC124290.2,285,285,285
ENSG00000254310,AC025755.1,277,277,277
ENSG00000254311,SNRPCP17,204,204,204
ENSG00000254312,MRPL57P7,257,257,257
ENSG00000254313,AC090821.2,175,175,175
ENSG00000254314,AC021915.2,633,4072,4072
ENSG00000254315,AC023632.5,489,763,763
ENSG00000254316,AC090820.1,590,590,590
ENSG00000254317,AC022973.4,914,12203,12203
ENSG00000254319,AC246817.2,3406,300673,62372
ENSG00000254320,AP006245.2,298,365,365
ENSG00000254321,AC016813.1,731,4229,4229
ENSG00000254324,MIR151A,111,111,89
ENSG00000254325,AC018607.1,671,2144,2144
ENSG00000254326,IGHV7-27,328,413,413
ENSG00000254328,AC008429.4,180,518,518
ENSG00000254329,IGHVII-60-1,255,255,255
ENSG00000254330,AC104232.2,764,30685,30685
ENSG00000254331,CKS1BP7,234,234,234
ENSG00000254332,AF201337.1,747,747,747
ENSG00000254333,NDST1-AS1,365,10437,10437
ENSG00000254334,AC021355.1,2235,21178,11243
ENSG00000254335,CDH12P1,294,294,294
ENSG00000254336,AC008694.2,304,930,930
ENSG00000254337,AC083967.1,512,4021,4021
ENSG00000254338,MAFA-AS1,415,1471,1471
ENSG00000254339,AC064802.1,3991,60662,13772
ENSG00000254340,AC022784.7,1096,7912,4011
ENSG00000254341,SNORD87,88,88,88
ENSG00000254342,AC022616.6,118,118,118
ENSG00000254343,AC091563.1,1008,5525,4021
ENSG00000254344,LINC01288,525,80746,80746
ENSG00000254345,IGKV2D-23,284,525,525
ENSG00000254346,MTND1P6,945,945,945
ENSG00000254347,AC011131.1,250,8661,8661
ENSG00000254348,AC120036.4,255,255,255
ENSG00000254349,MIR2052HG,3957,552065,223538
ENSG00000254350,AC091979.1,704,28173,28173
ENSG00000254351,ARL2BPP5,480,480,480
ENSG00000254352,AC100854.1,340,340,340
ENSG00000254355,IGLVI-68,343,449,449
ENSG00000254357,AC090200.1,588,3737,3737
ENSG00000254358,CYCSP22,338,338,338
ENSG00000254361,AC046195.2,538,76717,76717
ENSG00000254362,AC011726.3,564,2104,2104
ENSG00000254363,AC011379.2,6526,22564,15732
ENSG00000254364,AP000424.2,231,1185,1185
ENSG00000254365,AC091820.2,521,6953,6953
ENSG00000254366,AC062004.1,922,163902,138218
ENSG00000254367,AC087269.1,1059,88847,58786
ENSG00000254369,HOXA-AS3,7911,51591,25951
ENSG00000254370,AC025871.2,509,4531,4531
ENSG00000254372,AC040914.1,315,1087,1087
ENSG00000254373,AC112191.2,332,332,332
ENSG00000254376,SOX5P1,1126,1126,1126
ENSG00000254377,MIR124-2HG,7191,23544,10459
ENSG00000254380,AC093331.2,674,16612,16612
ENSG00000254381,TUBB8P5,1347,2226,2226
ENSG00000254383,AC048387.1,492,1838,1838
ENSG00000254384,MTND6P19,523,523,523
ENSG00000254387,MYL12AP1,514,514,514
ENSG00000254388,DUTP2,462,462,462
ENSG00000254389,RHPN1-AS1,1917,1917,1917
ENSG00000254391,AC011363.1,454,7538,7538
ENSG00000254392,AC090539.2,670,670,670
ENSG00000254394,AC105031.3,612,49822,49822
ENSG00000254395,IGHV4-55,366,450,450
ENSG00000254396,AL355432.1,562,2098,2098
ENSG00000254397,AC132192.1,595,3130,3130
ENSG00000254398,AC055876.2,543,2847,2847
ENSG00000254399,GLYATL1P4,901,8234,8234
ENSG00000254400,AC091564.2,397,778,778
ENSG00000254401,AC111188.1,1826,65757,65757
ENSG00000254402,LRRC24,3449,9234,4655
ENSG00000254403,OR10Y1P,973,973,973
ENSG00000254404,AP003306.1,350,47122,47122
ENSG00000254406,AP001994.1,825,825,825
ENSG00000254407,PHBP17,540,540,540
ENSG00000254408,OR4A1P,919,919,919
ENSG00000254409,AC087521.3,1285,92432,80098
ENSG00000254411,AP002512.1,652,652,652
ENSG00000254412,AC118273.1,3005,3005,3005
ENSG00000254413,CHKB-CPT1B,8212,27033,14096
ENSG00000254415,SIGLEC14,2619,7002,4248
ENSG00000254416,AP000924.1,1269,78057,51270
ENSG00000254417,ANO1-AS2,1497,5607,2999
ENSG00000254418,SPON1-AS1,238,10845,10845
ENSG00000254419,AL139349.1,575,838,838
ENSG00000254420,AP003086.2,435,119291,119291
ENSG00000254422,AP000942.2,626,1071,1071
ENSG00000254423,AC087203.1,1180,1180,1180
ENSG00000254424,AP003733.2,170,170,170
ENSG00000254425,AC022690.1,549,549,549
ENSG00000254427,AC103736.1,1832,13050,10750
ENSG00000254428,AP003392.1,521,1151,1151
ENSG00000254429,AP001972.1,504,898,898
ENSG00000254430,OR6M3P,699,699,699
ENSG00000254431,AC084083.1,720,3220,3220
ENSG00000254432,AC113143.1,299,871,871
ENSG00000254433,AP001001.1,1511,21360,15985
ENSG00000254434,AP006295.1,583,6291,6291
ENSG00000254436,AP000648.1,396,396,396
ENSG00000254437,AP003398.1,317,317,317
ENSG00000254438,AC022240.1,682,3413,3413
ENSG00000254440,PBOV1,2505,2505,2505
ENSG00000254441,AP001646.1,911,1713,1713
ENSG00000254442,AP000859.1,306,306,306
ENSG00000254443,AC068733.1,3741,4918,2468
ENSG00000254444,AC022762.1,813,77441,77441
ENSG00000254445,HSPB2-C11orf52,2405,20243,14135
ENSG00000254447,OR7E11P,951,951,13404
ENSG00000254449,AP002765.1,1506,1506,1506
ENSG00000254450,ALG9-IT1,682,11998,11998
ENSG00000254451,AC091534.1,2632,80649,63768
ENSG00000254452,AP001107.2,929,1331,713
ENSG00000254453,NAV2-AS2,780,5457,5457
ENSG00000254454,RCC2P6,1554,2022,2022
ENSG00000254455,HIGD1AP10,281,281,281
ENSG00000254456,AC090592.1,1591,133498,46988
ENSG00000254457,OR5D2P,636,636,910
ENSG00000254458,AP001107.3,542,6384,6384
ENSG00000254459,AP002812.2,583,42608,42608
ENSG00000254460,AP002815.1,384,1454,1454
ENSG00000254461,AP001107.4,536,2267,2267
ENSG00000254462,TMX2-CTNND1,581,78981,78981
ENSG00000254463,AC087276.1,479,479,479
ENSG00000254464,OR4A3P,870,870,870
ENSG00000254465,THAP12P4,2264,2362,2362
ENSG00000254466,OR4D10,1023,1023,6046
ENSG00000254467,AP002765.2,664,3138,3138
ENSG00000254468,AC069287.1,1072,17465,12960
ENSG00000254469,AP002495.1,7019,166764,63145
ENSG00000254470,AP5B1,4809,4909,4909
ENSG00000254471,AP001284.1,2117,2117,2117
ENSG00000254472,OR4A49P,631,631,631
ENSG00000254473,AL354920.1,1502,10335,5784
ENSG00000254475,OR2AT1P,742,742,742
ENSG00000254477,AP000640.1,877,1960,1960
ENSG00000254478,AP004609.2,189,189,189
ENSG00000254479,SLC25A1P1,926,926,926
ENSG00000254480,AC015689.1,460,15515,15515
ENSG00000254481,AP000911.2,501,501,501
ENSG00000254482,AP003102.1,660,660,660
ENSG00000254483,AL590705.4,132,7539,7539
ENSG00000254484,AP002336.1,420,1487,1487
ENSG00000254485,AC026191.1,2675,129925,70715
ENSG00000254486,LINC02547,3306,30910,30910
ENSG00000254487,AC130364.1,790,7775,7775
ENSG00000254488,AC007876.1,980,6435,6435
ENSG00000254489,AL136088.1,973,47175,46378
ENSG00000254490,OR5M7P,971,971,971
ENSG00000254491,AC022832.1,644,644,644
ENSG00000254492,AP001328.1,175,175,175
ENSG00000254495,AP000487.2,392,479,479
ENSG00000254496,CBX3P8,524,524,524
ENSG00000254497,AC103681.1,867,1366,765
ENSG00000254498,AC104042.1,881,1550,1550
ENSG00000254499,AC002056.2,282,2927,2927
ENSG00000254500,RANP3,275,275,275
ENSG00000254501,AP003068.1,542,981,981
ENSG00000254502,AP003097.1,1134,1134,1134
ENSG00000254503,AC010319.1,1257,1257,1257
ENSG00000254505,CHMP4A,9727,34347,4286
ENSG00000254506,AP003080.1,3282,11775,10861
ENSG00000254507,DEFB131E,835,835,682
ENSG00000254508,FBXO3-AS1,756,1936,971
ENSG00000254509,AP000866.3,432,432,432
ENSG00000254510,AP001107.5,2044,15243,7979
ENSG00000254511,AP002802.1,340,16819,16819
ENSG00000254512,PHBP2,805,805,805
ENSG00000254514,AC103855.1,562,949,949
ENSG00000254515,AP001124.1,384,384,384
ENSG00000254516,AC103798.1,373,16062,16062
ENSG00000254517,AC027369.2,436,1882,1882
ENSG00000254518,AC109635.2,1019,9587,6077
ENSG00000254519,AC044839.1,1951,25082,21946
ENSG00000254521,SIGLEC12,5323,29572,10432
ENSG00000254522,AP001767.1,284,597,597
ENSG00000254524,AC068339.1,140,140,140
ENSG00000254526,AC090791.1,487,106778,106778
ENSG00000254527,ENPP7P12,630,630,630
ENSG00000254528,AP000757.1,2563,12867,5223
ENSG00000254529,AC023078.1,951,951,951
ENSG00000254530,AC090124.1,747,272868,258417
ENSG00000254531,FLJ20021,1228,2032,1103
ENSG00000254532,AC124657.1,427,40285,40285
ENSG00000254533,AF186192.1,571,571,571
ENSG00000254534,AP000776.1,1661,4026,4026
ENSG00000254535,PABPC4L,4942,5415,5415
ENSG00000254536,AL360181.3,1593,29661,29661
ENSG00000254537,AL137161.1,389,389,389
ENSG00000254538,AC027018.1,774,62671,62456
ENSG00000254539,AC239804.1,867,2697,2697
ENSG00000254540,AC040936.1,170,1081,1081
ENSG00000254541,AC023078.2,987,987,987
ENSG00000254542,NAV2-AS3,596,2638,2638
ENSG00000254543,AC130365.1,1552,1552,1552
ENSG00000254544,PCNAP4,729,729,729
ENSG00000254545,AL354919.2,535,2192,2192
ENSG00000254546,AC090099.2,680,680,680
ENSG00000254547,AC036111.1,1578,6968,6968
ENSG00000254548,AC105219.2,297,645,645
ENSG00000254550,OMP,491,491,491
ENSG00000254551,AP000873.3,764,3948,3948
ENSG00000254552,XIRP2-AS1,774,17051,17051
ENSG00000254553,AL033529.1,3437,135735,135735
ENSG00000254554,AC080023.1,801,1047,1047
ENSG00000254555,AP003730.1,284,284,284
ENSG00000254556,AF131215.2,1709,1709,1709
ENSG00000254557,AC091047.1,549,6332,6332
ENSG00000254558,AP005435.1,1176,1702,1702
ENSG00000254559,AC069287.2,572,1847,1847
ENSG00000254560,BBOX1-AS1,2662,488695,172927
ENSG00000254561,AP003393.1,4469,50861,50861
ENSG00000254562,LINC01493,1540,52252,27765
ENSG00000254563,AP002768.1,318,7230,7230
ENSG00000254564,AC100767.1,122,122,122
ENSG00000254565,MTND2P26,1028,1028,1028
ENSG00000254566,AC087277.1,533,2282,2282
ENSG00000254567,UBTFL9,1147,1147,1147
ENSG00000254568,AP003501.1,742,4098,4098
ENSG00000254569,AP002004.2,153,153,153
ENSG00000254571,AL358937.1,334,14819,14819
ENSG00000254572,AP002469.1,1042,1042,1042
ENSG00000254573,AP004550.1,511,9660,9660
ENSG00000254574,AC105219.3,370,4577,4577
ENSG00000254575,AC022039.1,485,4062,4062
ENSG00000254576,OR4C1P,930,930,4534
ENSG00000254577,AC087276.2,181,5212,5212
ENSG00000254578,AC084125.1,427,1284,1284
ENSG00000254579,AC013488.1,1837,1837,1837
ENSG00000254580,AP001001.2,406,19657,19657
ENSG00000254581,AC068587.3,354,354,354
ENSG00000254582,PSMA2P1,645,645,645
ENSG00000254583,AC021269.1,704,704,704
ENSG00000254584,AL035078.1,1228,6479,5337
ENSG00000254585,MAGEL2,4297,4297,4297
ENSG00000254586,AC124301.1,1240,4693,2449
ENSG00000254587,AP003066.1,1643,123505,123505
ENSG00000254588,AP003397.1,1383,4247,4247
ENSG00000254589,EIF4A2P3,1054,1054,1054
ENSG00000254590,AP003396.2,1296,1296,1296
ENSG00000254591,AP003532.1,309,309,309
ENSG00000254592,AC123788.1,781,3909,3909
ENSG00000254593,OR7E126P,887,887,887
ENSG00000254594,AC015771.1,943,29547,26741
ENSG00000254595,AC084337.1,684,1191,1191
ENSG00000254596,AP002748.2,347,347,347
ENSG00000254597,FAM90A10P,1391,3011,3011
ENSG00000254598,CSNK2A3,1415,1415,1415
ENSG00000254599,AP003715.1,432,7344,7344
ENSG00000254601,CYCSP26,319,319,319
ENSG00000254602,AP000662.2,5054,34968,14766
ENSG00000254603,OR5M6P,936,936,936
ENSG00000254604,AP002336.2,537,81001,81001
ENSG00000254605,AP003555.2,1019,7784,6201
ENSG00000254606,AC013714.1,745,2509,2509
ENSG00000254607,AP001783.1,803,55269,29252
ENSG00000254609,AC136443.1,352,6065,6065
ENSG00000254610,AC004923.1,452,5211,21239
ENSG00000254612,AP001000.1,741,741,741
ENSG00000254613,OR6M2P,870,870,2895
ENSG00000254614,AP003068.2,2135,5091,4228
ENSG00000254615,AC027031.2,1948,4725,2755
ENSG00000254616,AP001775.1,585,585,585
ENSG00000254617,AP005435.2,586,2625,2625
ENSG00000254618,TMED10P1,654,654,654
ENSG00000254619,AC113192.1,319,1033,1033
ENSG00000254620,AL050327.1,505,9556,9556
ENSG00000254621,SETP16,710,710,710
ENSG00000254622,NAV2-AS4,1178,9006,9006
ENSG00000254623,DEFB108E,238,4350,4350
ENSG00000254624,OR4R3P,837,837,837
ENSG00000254625,AF233439.1,398,1865,1865
ENSG00000254626,AP003100.1,830,8550,8550
ENSG00000254627,AL035078.2,323,7261,7261
ENSG00000254629,AP002370.1,1601,1601,1601
ENSG00000254630,AP001922.2,388,2704,2704
ENSG00000254631,AP001372.1,828,119105,88193
ENSG00000254632,AP003119.1,536,8307,8307
ENSG00000254633,AL512590.2,1329,19193,19193
ENSG00000254634,SMG1P6,2911,21226,21226
ENSG00000254635,WAC-AS1,4925,19760,10091
ENSG00000254636,ARMS2,816,2699,2699
ENSG00000254637,OR4A18P,1087,1087,1087
ENSG00000254638,AP002884.4,590,7409,7409
ENSG00000254639,AC116021.1,651,885,885
ENSG00000254641,AC091564.3,426,1468,1468
ENSG00000254642,COX6CP5,227,227,227
ENSG00000254644,AC007751.1,375,375,375
ENSG00000254645,AC087379.1,984,56935,56935
ENSG00000254646,OR8B10P,931,931,931
ENSG00000254647,INS,2488,6923,1562
ENSG00000254648,AP000911.3,1128,1275,1275
ENSG00000254649,AP003086.3,363,4344,4344
ENSG00000254650,MTCYBP41,1122,1122,1122
ENSG00000254651,AC018716.1,559,1080,1080
ENSG00000254653,AC024475.1,603,740,740
ENSG00000254654,AC068858.1,1235,4126,4126
ENSG00000254655,AP004607.1,202,202,202
ENSG00000254656,RTL1,4192,4192,4192
ENSG00000254658,OR8J2,947,947,6237
ENSG00000254659,AP002444.1,615,72405,72405
ENSG00000254660,AP002512.2,622,622,622
ENSG00000254661,AC009869.1,524,16486,16486
ENSG00000254662,AP000781.1,309,2355,2355
ENSG00000254663,OR4A11P,905,905,905
ENSG00000254664,AC103681.2,565,19477,19477
ENSG00000254665,AC091053.1,742,3250,3250
ENSG00000254668,AC023442.1,421,421,421
ENSG00000254669,AL135934.1,533,5880,5880
ENSG00000254670,AC084859.1,668,8069,8069
ENSG00000254671,STT3A-AS1,426,22284,22284
ENSG00000254672,AL136146.1,1666,1666,1666
ENSG00000254673,AC110275.1,617,58910,58910
ENSG00000254674,OR4A42P,937,937,937
ENSG00000254675,AP003032.1,275,788,788
ENSG00000254676,AP000873.4,903,4376,4376
ENSG00000254677,OSBPL9P2,1227,1227,1227
ENSG00000254678,AP005018.1,300,300,300
ENSG00000254680,AC079329.1,498,1747,1747
ENSG00000254681,PKD1P5,13466,49462,27419
ENSG00000254682,AP002387.1,678,3483,3483
ENSG00000254683,SNRPCP6,209,209,209
ENSG00000254684,AP002803.1,497,497,497
ENSG00000254685,FPGT,9460,85842,35874
ENSG00000254686,AL138812.1,468,4645,4645
ENSG00000254687,AC009646.2,1379,103948,65112
ENSG00000254688,AC013549.2,487,1232,1232
ENSG00000254689,LINC02235,464,37816,37816
ENSG00000254690,AC233992.1,442,548,548
ENSG00000254691,AP002812.3,549,907,907
ENSG00000254692,AL136295.1,2730,24316,24316
ENSG00000254693,AC010768.1,541,829,829
ENSG00000254694,AP001893.1,360,416,416
ENSG00000254695,AC087379.2,468,61483,61483
ENSG00000254697,COPS8P3,481,481,481
ENSG00000254698,AP000893.2,431,75434,75434
ENSG00000254699,AP003097.2,176,695,695
ENSG00000254700,DEFB131C,164,164,164
ENSG00000254701,AC138866.2,580,10490,10490
ENSG00000254702,AP002353.1,1597,2709,2709
ENSG00000254703,SENCR,1295,4351,4351
ENSG00000254704,AP002358.2,2147,2147,2147
ENSG00000254705,AP000722.1,770,7985,7985
ENSG00000254706,AL512785.2,1365,32927,18124
ENSG00000254707,AC104237.1,536,4229,4229
ENSG00000254708,AL139174.1,885,885,885
ENSG00000254709,IGLL5,13229,356947,8327
ENSG00000254710,AP001970.1,696,39475,39475
ENSG00000254712,AC087280.1,1002,1002,1002
ENSG00000254713,HNRNPA1P72,965,1715,1715
ENSG00000254714,AP006587.1,1494,11899,11899
ENSG00000254715,OR7E154P,931,931,931
ENSG00000254717,GLYATL1P2,1404,23183,15158
ENSG00000254718,AL157756.1,4455,24800,8644
ENSG00000254719,AC080023.2,207,207,207
ENSG00000254720,AC023078.3,957,957,957
ENSG00000254721,AP000879.1,1691,1915,1099
ENSG00000254722,FAM8A2P,1141,1141,1141
ENSG00000254723,OR4A12P,917,917,917
ENSG00000254724,OR7E10P,990,990,990
ENSG00000254725,AC009643.1,390,390,390
ENSG00000254726,MEX3A,6783,14623,9985
ENSG00000254727,PTP4A1P6,477,477,477
ENSG00000254728,AC027369.3,3697,20458,20458
ENSG00000254730,AP002453.2,318,2363,2363
ENSG00000254731,AP003059.1,430,10993,10993
ENSG00000254732,AP001931.1,576,51080,51080
ENSG00000254733,AP001831.1,408,191277,191277
ENSG00000254734,AC107973.1,573,167805,167805
ENSG00000254735,HMGB1P42,552,552,552
ENSG00000254736,BRD9P1,559,559,559
ENSG00000254737,OR10G4,935,935,5735
ENSG00000254738,AC023078.4,960,960,960
ENSG00000254739,AC137894.1,545,752,752
ENSG00000254740,AP003396.3,983,9746,8907
ENSG00000254741,AC067930.2,429,1034,1034
ENSG00000254743,OR10V3P,724,724,724
ENSG00000254744,AC084855.1,569,3795,3795
ENSG00000254746,AC103855.2,2574,119031,52785
ENSG00000254747,MTND4LP18,290,290,290
ENSG00000254748,HNRNPCP8,886,1194,1194
ENSG00000254749,OR5BD1P,816,816,816
ENSG00000254750,CASP1P2,1249,8196,8196
ENSG00000254751,TRIM64DP,1337,5396,5396
ENSG00000254752,OR5M2P,935,935,8552
ENSG00000254753,AC022690.2,587,5008,5008
ENSG00000254754,AC013799.1,346,2620,2620
ENSG00000254755,AP001189.2,188,188,188
ENSG00000254756,AP001107.6,513,5381,5381
ENSG00000254757,AC127526.3,447,62009,62009
ENSG00000254758,AP000889.1,658,984,984
ENSG00000254759,NAP1L1P1,1062,1062,1062
ENSG00000254760,AC008750.1,490,667,667
ENSG00000254762,AP001107.7,270,494,494
ENSG00000254764,TRIM53CP,1349,6010,6010
ENSG00000254765,AC011092.1,1046,1046,1046
ENSG00000254767,OR2AL1P,506,506,506
ENSG00000254768,AC104009.1,1723,93391,54515
ENSG00000254769,OR4A4P,929,929,929
ENSG00000254770,OR4D7P,941,941,941
ENSG00000254771,AP001893.2,201,201,201
ENSG00000254772,EEF1G,5125,37057,14485
ENSG00000254774,AC022239.1,433,983,983
ENSG00000254775,AC021393.1,430,25128,25128
ENSG00000254776,AC084121.1,831,2154,2154
ENSG00000254777,AC022182.1,2050,156814,56504
ENSG00000254779,EGLN1P1,761,761,761
ENSG00000254780,AC023232.1,284,284,284
ENSG00000254781,AC091564.4,2193,2193,2193
ENSG00000254783,AP003084.1,741,741,741
ENSG00000254784,LRRC6P1,883,1410,1410
ENSG00000254785,AP005435.3,3196,4650,4650
ENSG00000254786,AP001636.1,1118,4250,4250
ENSG00000254787,AP001825.1,347,79875,79875
ENSG00000254788,CKLF-CMTM1,3643,126951,26548
ENSG00000254789,AC073172.1,463,50368,50584
ENSG00000254790,AP000842.1,697,697,697
ENSG00000254791,FAR1-IT1,366,822,822
ENSG00000254792,AP003716.2,107,107,107
ENSG00000254793,FDPSP4,1048,1048,1048
ENSG00000254794,AP000676.1,51,51,51
ENSG00000254795,OR5AP1P,939,939,939
ENSG00000254796,AC134684.1,263,263,263
ENSG00000254798,AP001981.1,737,737,737
ENSG00000254799,SLC25A47P1,413,413,413
ENSG00000254800,AP006587.2,491,1094,1094
ENSG00000254801,AC084851.1,248,248,248
ENSG00000254802,AC022182.2,857,1973,1973
ENSG00000254803,AP004607.2,321,321,321
ENSG00000254804,AP006437.2,343,2019,2019
ENSG00000254805,SNRPCP14,204,204,204
ENSG00000254806,SYS1-DBNDD2,3167,187254,47410
ENSG00000254807,AP003033.1,414,414,414
ENSG00000254810,AP001189.3,649,2543,2543
ENSG00000254811,AP002001.1,3768,26977,14886
ENSG00000254812,AC067930.3,699,1685,1685
ENSG00000254813,AC123777.1,2001,68023,45629
ENSG00000254814,AP003031.1,755,2538,2538
ENSG00000254815,AP006284.1,3267,4356,2512
ENSG00000254816,AC090857.1,389,389,389
ENSG00000254817,AC107918.1,966,966,966
ENSG00000254818,AP004607.3,3913,5367,5367
ENSG00000254819,AC021698.1,713,2296,2296
ENSG00000254820,AC107882.1,475,3553,3553
ENSG00000254821,AL136309.4,638,10630,10630
ENSG00000254822,AC023442.2,268,444,444
ENSG00000254823,AP001782.1,828,2160,1096
ENSG00000254824,AP003461.1,77,77,77
ENSG00000254825,OR9G2P,879,879,879
ENSG00000254826,AP001922.3,840,1025,1025
ENSG00000254827,SLC22A18AS,4553,48535,15960
ENSG00000254828,AP005597.1,799,2770,2770
ENSG00000254829,AP003032.2,684,780,780
ENSG00000254830,AP002428.1,378,6167,6167
ENSG00000254831,KRT18P58,1119,1119,1119
ENSG00000254832,OR4A40P,947,947,947
ENSG00000254833,AP001893.3,567,15321,15321
ENSG00000254834,OR5M10,947,947,1051
ENSG00000254835,RNF185-AS1,352,352,352
ENSG00000254836,AL035078.3,239,417,417
ENSG00000254837,AP001372.2,3387,6063,5167
ENSG00000254838,GVINP1,15706,40173,32903
ENSG00000254839,AF131215.3,637,4442,4442
ENSG00000254840,AC024405.2,2042,79423,54025
ENSG00000254841,OR4V1P,1139,1139,1139
ENSG00000254842,LINC02551,2773,24207,21370
ENSG00000254843,XIAPP2,1851,1851,1851
ENSG00000254844,AP000757.2,554,3549,3549
ENSG00000254846,AL355075.1,466,2655,2655
ENSG00000254847,AC009806.1,517,2884,2884
ENSG00000254848,OR5BN1P,828,828,828
ENSG00000254850,AC004923.2,368,368,368
ENSG00000254851,AP005018.2,817,3054,3054
